SUSANA TERESA,ACTURIO,15/07/21,17/10/22,1859163
ANDRES PEDRO,GERENTE  GANADERO,28/12/20,6/10/21,1253501
MARIELA,GERENTE GESTION  EMPRESARIAL,5/07/21,19/01/22,1198451
LAURA,ASESOR DE DIRECTORIO,20/08/21,13/09/21,1906456
RAUL OMAR,EDIL TITULAR,31/10/21,4/07/23,1276539
ALBERTO ANDRES,TITULAR,15/12/21,19/03/22,1687418
FERNANDO,EDIL DEPARTAMENTAL,23/11/20,27/03/22,3305161
JOSE,INSPECTOR MAYOR,21/09/20,26/08/22,1887604
DANIEL,CAMARA DE SENADORES,16/05/21,8/11/22,1701273
ROSARIO,D. SERV.SOC.,15/08/21,24/10/21,2873140
WALTER ULISES,DIPUTADO,5/09/20,26/12/21,4242097
LEONARDO ENRIQUE,DIRECTOR,20/05/21,17/01/23,1793288
WILMER DINER,EDIL,11/01/21,1/11/23,3609705
JUAN CARLOS,EDIL DEPARTAMENTAL,23/04/21,23/10/23,1255841
DANIEL,EDIL DEPARTAMENTAL,10/12/21,7/09/21,2824879
HECTOR,INSP. GRAL.,17/07/21,13/10/21,1715801
CARLOS ENRIQUE,INSP. MAYOR,18/09/21,11/08/22,1837147
LILA,EDIL,3/12/21,18/06/22,3502663
JUAN JOSE,CONSEJERO,21/11/21,8/10/22,2654504
DARCY,EDIL,4/11/20,1/07/22,3250902
JULIO,EDIL,13/02/21,11/05/23,3591134
FELICIO,GENERAL,3/08/21,9/01/22,1696966
ROBERTO,INSP. MAYOR,16/10/20,25/11/21,1257717
OSCAR JOE,INTENDENTE DEPARTAMENTAL,30/08/21,5/12/22,2635338
MARÍA ADRIANA,JUEZ DE CAPITAL,20/11/21,4/10/21,3527393
HORACIO DANIEL,SECRETARIO GENERAL,12/01/21,14/09/23,4012889
JOSE ALFREDO,EDIL,5/08/21,3/06/23,1429671
CARLOS,SECRETARIO DEL DIRECTORIO,10/12/21,7/09/21,1150982
EDILBERTO,EDIL DEPARTAMENTAL,5/11/20,28/08/22,3365099
MARCELO ADAN,GERENTE DIVISION ACTUARIA,3/06/21,24/03/23,1454577
ANA MARGARITA,JUEZ LDO. CAPITAL,24/12/20,25/09/22,1832025
HECTOR BARRET,GERENTE,23/05/21,12/05/23,1285903
PATRICIA,GERENTE  ADMINISTRACION FINACIERO,29/12/21,10/12/23,1890181
BLANCA MARIELA,EDIL,9/10/21,23/06/22,3248186
GONZALO,DIPUTADO,3/03/21,31/12/21,1134345
MARIA DEL PINO,JUEZ LETRADO CAPITAL,6/10/20,12/06/23,1042263
VIVIEN DENISE,ACTUARIO,21/05/21,20/08/22,1574006
HUGO ALFREDO,JUEZ LETRADO INTERIOR,3/11/21,2/02/22,1600969
ENRIQUE LUIS,GERENTE DE TECNOLOGIA,13/12/21,21/09/23,1793944
GABRIEL EDUARDO,GERENTE DE DIVISION TECNICO PROFESIONAL,29/12/20,17/10/21,1797479
AGUSTIN,INSP. MAYOR,7/09/20,26/10/23,1190268
ALVARO LUIS,DIPUTADO,18/05/21,29/01/23,1651032
GUSTAVO RODOLFO,DIRECRTOR URSEC,3/12/20,9/01/23,1678546
JORGE,DIRECTOR GENERAL,22/12/20,13/12/23,1311032
DANIEL HUGO,DIRECTOR VOCAL,22/11/21,10/05/23,1311604
PABLO ALEJANDRO,EDIL,3/02/21,28/06/22,3911023
UMBERTO,GERENTE ASESORIA ECONOMICA,10/05/21,31/07/23,1375415
AMANDA ROSA,EDIL,4/06/21,27/06/22,3801502
NILA MARIELA,INTEGRANTE DE LA COMISION URSEC,23/06/21,24/07/23,3250338
MARIELLA,SECRETARIA LETRADA,2/06/21,27/06/23,2530287
ALLEN,JUEZ LETRADO INTERIOR,11/05/21,29/05/22,1197809
MARTIN,,3/03/21,20/07/23,1634428
BEATRIZ,DIRECTOR DEPARTAMENTAL,21/08/21,24/10/21,1138986
MARCELO GABRIEL,GERENTE EJECUTIVO DE AUDITORIA,25/04/21,20/05/22,1683546
ADRIANA,FISCAL LETRADO ADJUNTO,1/10/20,25/10/21,1435792
RUBEN,INTENDENTE,11/07/21,27/09/22,3184442
JOSE ENRIQUE,GERENTE,30/07/21,16/08/23,1880349
JUAN MIGUEL,EDIL,15/02/21,30/10/23,1321868
JUN CARLOS,EDIL,20/06/21,5/04/23,3813110
JUAN JOSE,CAPITAN DE NAVIO (CP),26/04/21,24/12/22,1331370
FABRICIO GONZALO,DIRECTOR,1/05/21,5/02/23,3539416
ALICIA,DIRECTOR DE DIVISION,6/04/21,9/07/23,1479072
ORLANDO,DIRECTOR GENERAL,3/04/21,16/04/22,2989442
FRANCIA LIBRE,EDIL,21/04/21,29/11/21,1038501
JOSE GABRIEL,EDIL DEPARTAMENTAL,29/10/20,10/03/23,3082914
ALBERTO,GERENTE GENERAL,24/08/21,19/03/23,1301645
MARIO NELGAR,INSP,13/04/21,29/06/23,1755963
RAUL HECTOR,INSP.MAYOR,17/11/21,29/01/23,1522616
JORGE GISLENO,JUEZ LDTO. CAPITAL,16/06/21,6/12/22,3488583
MARIA DELCARMEN,MINISTRO TRIB. APE.,16/10/20,29/11/23,1591712
ALBERTO,PRESIDENTE,21/12/21,5/02/23,1301645
JOSE ARIEL,SECRETARIO,24/09/20,9/04/22,3766144
MARTIN,PRESIDENTE,28/11/21,19/11/22,1553071
PEDRO PABLO,PROSECRETARIO,16/12/21,8/02/22,1665892
IRMA LUCY,JUEZ LDO.CAPITAL,5/10/21,16/07/22,1082513
CLAUDIA REBECA,JUEZ LDO.CAPITAL,30/12/21,2/11/21,1907763
RAFAEL ANGEL,EDIL,2/03/21,28/10/22,3195733
ALVARO,GERENTE DE FINAZAS,22/11/21,6/06/22,2610364
SANDRA ROSELLA,EDIL,10/07/21,9/09/22,3085860
LAURA ISABEL,ASESOR DE CONFIANZA,3/12/20,22/11/23,3931116
GUSTAVO A.,JUEZ MILITAR UNSTANCIA,11/12/20,2/11/21,709695
GUILLERMO JOSE,ESCRIBANO DE GOBIERNO,28/04/21,18/04/23,1121454
DORA,FISCAL LETRADO NACIONAL,6/10/21,10/03/23,1060377
MARIA ELVIRA,DIRECTOR SOCIAL (EMP),3/02/21,22/06/23,1226419
GUSTAVO,EDIL,10/06/21,18/08/23,2824429
MARIA CRISTINA,INSP. MAYOR,14/09/21,18/05/22,1799224
JULIA ELIZABETH,JUEZ LETRADO INTERIOR,15/06/21,7/05/22,3421951
SHIRLEY MABEL,TITULAR,6/10/20,8/06/22,2932537
JUAN JOSE,VICE PRESIDENTE,26/01/21,7/09/23,3518160
DANIEL OSCAR,GERENTE DE AREA I ANALISIS MACRO ECONOM,13/09/20,5/09/21,1350197
FRANCISCO JAVIER,DIR. DE ESTADISTICA,2/06/21,3/12/22,2717363
LEANDRO JOSE,DIRECTOR C/C,2/10/20,28/04/22,3043723
ROBERTO ANIBAL,EDIL DEPARTAMENTAL,27/09/20,4/11/21,1992118
NELSON,JUEZ LDO. CAPITAL,25/10/20,23/12/21,3096789
COSME DAVID,DELEGADO,10/04/21,11/11/23,3524558
MARIA CRISTINA,DIRECTOR DE DIVISION FINANCIERA CONTABLE,22/06/21,6/10/21,1185124
LUCIA,DIRECTORA GENERAL,18/03/21,22/08/23,1789923
ILEANA MARIA,DIRECTORA ADMINISTRADORA,1/12/21,2/10/23,3728197
ALEJANDRO,VOCAL DIRECTORIO ASSE,8/11/20,14/10/23,3126420
ALVARO RICARDO,ACTUARIO,15/07/21,17/10/22,1793377
CARLOS PABLO,DIRECTOR,28/12/20,6/10/21,3140843
FREDDY FABIAN,EDIL,5/07/21,19/01/22,3063277
CANDIDO,EDIL,20/08/21,13/09/21,3482881
MARLENE,EDIL,31/10/21,4/07/23,3975193
SERGIO NICOLAS,EDIL,15/12/21,19/03/22,5353069
WALTER LUIS,EDIL TITULAR,23/11/20,27/03/22,1449609
JUAN CARLOS,JUEZ LETRADO INTERIOR,21/09/20,26/08/22,1231040
JORGE WILLIAM,SECRETARIO DE BANCADA,16/05/21,8/11/22,1600152
MARIA ALEJANDRA,VICE PRESIDENTE,15/08/21,24/10/21,1571306
NORALI,GERENTE DE AREA,5/09/20,26/12/21,1397521
ENRIQUE ADOLFO,CAPITAN DE NAVIO (CG),20/05/21,17/01/23,1220790
EDUARDO CESAR,CAPITAN DE NAVIO (CG),11/01/21,1/11/23,1220796
FERNANDO ARIEL,ACTUARIO,23/04/21,23/10/23,1987141
MARCIANO,DIRECTOR GENERAL,10/12/21,7/09/21,2511894
CARLOS,EDIL,17/07/21,13/10/21,3573016
GRACIELA MARIA,JUEZ LETRADO CAPITAL,18/09/21,11/08/22,1170508
ANABELL,FISCAL LETRADO ADJUNTO,3/12/21,18/06/22,1228376
ALANA SILVIA,FISCAL LDO. ADJUNTO,21/11/21,8/10/22,1920672
GRACIELA,EDIL,4/11/20,1/07/22,3427673
GRACIELA SOFIA,ALCALDESA,13/02/21,11/05/23,3783678
JUAN ARTURO,DIRECTOR GENERAL,3/08/21,9/01/22,1738805
ADRIANA MARIA ELENA,EDIL,16/10/20,25/11/21,3024975
LEOPOLDO JAVIER,EDIL,30/08/21,5/12/22,3546826
DIEGO EWARD,EDIL,20/11/21,4/10/21,4458231
ALBA INÉS,ACTUARIO,12/01/21,14/09/23,907197
JOSE,MINISTRO TRIBUNAL DE APELACIONES,5/08/21,3/06/23,1215170
ADRIANA,FISCAL LETRADO DPTAL,10/12/21,7/09/21,1378542
ISABEL,DIR.GRAL DE HACIENDA,5/11/20,28/08/22,3482065
PABLO ARTURO,JUEZ LETRADO CAPITAL,3/06/21,24/03/23,1321080
FEDERICO,,24/12/20,25/09/22,4022813
RICARDO MARIO,MINISTRO,23/05/21,12/05/23,977792
LUIS EDUARDO,DIRECTOR,29/12/21,10/12/23,933761
LILIÁN SOLANGE,JUEZ LDO. INTERIOR,9/10/21,23/06/22,1480589
EDUARDO,EDIL,3/03/21,31/12/21,3652817
JOSE,EDIL DEPARTAMENTAL,6/10/20,12/06/23,2720327
EDUARDO,DIRECTOR SECRETARIA JURIDICA,21/05/21,20/08/22,2802931
MARIA SILVIA,GER. AREA RECURSOS Y NEGOCIOS CONEXOS,3/11/21,2/02/22,1869148
ELIANA,DIRECTORA GRAL. DE TRANSPORTE,13/12/21,21/09/23,1638766
MARÍA ELENA,JUEZ LDO. INTERIOR,29/12/20,17/10/21,1364401
ELSA MABEL,FISCAL LETRADO ADJUNTO,7/09/20,26/10/23,1796942
CARLOS FERNANDO,INTENDENTE,18/05/21,29/01/23,1732437
EDUARDO,GERENTE,3/12/20,9/01/23,1705770
HENRY,DIRECTOR,22/12/20,13/12/23,3529864
MARIA JACQUELINE,JUEZ LDO. INTERIOR,22/11/21,10/05/23,1851809
KARLA ANDREA,SECRETARIA DE TERCERA,3/02/21,28/06/22,2723170
MARCELO,GERENTE DE DIVISION,10/05/21,31/07/23,1255974
VICTOR HUGO,GERENTE DE CONTROLES,4/06/21,27/06/22,1368704
TABARE,JUEZ LETRADO INTERIOR,23/06/21,24/07/23,1458129
JUANITA,FISCAL LETRADO ADJUNTO,2/06/21,27/06/23,1212809
MARIA LOURDES,GERENTE DE AREA,11/05/21,29/05/22,1383643
DANIEL GUSTAVO,JUEZ LDO. INTERIOR,3/03/21,20/07/23,2001576
SEBASTIAN,DIRECTOR GRAL. DPTO. DE HACIENDA,21/08/21,24/10/21,3261949
MAGDALENA,DIRECTOR DPTAL.,25/04/21,20/05/22,3322130
GRACIELA BEATRIZ,DIRECTOR DE CULTURA,1/10/20,25/10/21,3768075
NELLY,DIRECTORA DE COMPRAS,11/07/21,27/09/22,3530341
MARIELA,GERENTE EJECUTIVO RED COMERCIAL,30/07/21,16/08/23,1797907
GUSTAVO ADRIAN,DIPUTADO,15/02/21,30/10/23,2841867
LUIS DANIEL,GERENTE DE AREA UIAF,20/06/21,5/04/23,2940265
DANIEL,DIRECTORA  GRAL,26/04/21,24/12/22,1282587
CARLOS MARIA,EDIL,1/05/21,5/02/23,1706611
IRMA,GTE. CO.REGION CENTRO,6/04/21,9/07/23,1809750
ATILIO,,3/04/21,16/04/22,1123431
PEDRO OMAR,EDIL,21/04/21,29/11/21,3248127
DANIEL,EDIL,29/10/20,10/03/23,3534085
ALFREDO,DIRECTOR DE DIVISION,24/08/21,19/03/23,825033
MAUREN BEATRIZ,GERENTE DE DIVISION,13/04/21,29/06/23,1676656
RAUL EDUARDO,DIRECTOR GRAL. HACIENDA,17/11/21,29/01/23,2772382
RAUL JOSE,EDIL,16/06/21,6/12/22,2810496
JOSE LUIS,TITULAR,16/10/20,29/11/23,3794414
ZULLY EMILIA,ACTUARIO,21/12/21,5/02/23,1551917
LUIS ALBERTO,GERENTE DE PLANTA DE PAYSANDU,24/09/20,9/04/22,2753873
SANDRA CLAUDIA,MINISTRA,28/11/21,19/11/22,1961915
EDGARDO MATEO,JUEZ CAPITAL,16/12/21,8/02/22,1744902
GRACIELA MARIA,JUEZ LDO.CAPITAL,5/10/21,16/07/22,1837241
JUAN,EDIL,30/12/21,2/11/21,1664329
RAFAEL ANIBAL,GERENTE  REGION METROPOLIT,2/03/21,28/10/22,1377182
ALVARO,MINISTRO,22/11/21,6/06/22,1270800
WILSON,INTENDENTE,10/07/21,9/09/22,2527015
WILSON APARICIO,SECRETARIO GENERAL,3/12/20,22/11/23,3538723
JUAN FREDY,EDIL,11/12/20,2/11/21,3327847
NESTOR  LUIS,INSP. MAYOR,28/04/21,18/04/23,1931221
CARLOS ENRIQUE,EDIL,6/10/21,10/03/23,1984669
JORGE JULIO,GERENTE DIVISION PROSECRETARIO GENERAL,3/02/21,22/06/23,1353339
GUSTAVO,EDIL,10/06/21,18/08/23,3788277
SONIA,FISCAL LDO. ADJUNTO,14/09/21,18/05/22,1300732
HERIBERTO,INSP. MAYOR,15/06/21,7/05/22,1887561
JOSE LUIS,INSP.MAYOR,6/10/20,8/06/22,1813181
JUAN FRANCISCO,EDIL,26/01/21,7/09/23,1888068
MA. DE LOS ANGELES,TITULAR ASUNTOS SOCIALES,13/09/20,5/09/21,2982627
MARIA CRISTINA,FISCAL LETRADO DEPARTAMENTAL,2/06/21,3/12/22,1643032
JOSE LUIS,SECRETARIO GENERAL,2/10/20,28/04/22,3617327
EDUARDO,DIRECTOR,27/09/20,4/11/21,2952008
MARIA CONSTANZA,JUEZ DE INTERIOR,25/10/20,23/12/21,1819868
VICTOR,EDIL,10/04/21,11/11/23,1665017
MIGUEL,EDIL DEPARTAMENTAL,22/06/21,6/10/21,3709149
RODOLFO,DIRECTOR,18/03/21,22/08/23,1111395
ALEJANDRO,GERENTE DE AREA,1/12/21,2/10/23,3557704
MARIA ELENA,SECRETARIA DE DIRECTORIO,8/11/20,14/10/23,1229187
MA.DEL ROSARIO,ACTUARIO,15/07/21,17/10/22,1765264
SANDRO CHARLES,ASESOR III CONFIANZA,28/12/20,6/10/21,2670308
OSVALDO RODOLFO,CONSEJERO,5/07/21,19/01/22,1429465
JULIO CESAR,DIPUTADO,20/08/21,13/09/21,3286815
HORACIO GUSTAVO,DIRECTOR GRAL. SECRETARIA,31/10/21,4/07/23,1110192
IRIS NADINA,EDIL,15/12/21,19/03/22,2892311
EDUARDO RUBEN,EDIL,23/11/20,27/03/22,2995389
JAVIER,EDIL,21/09/20,26/08/22,3299165
GLADYS,EDIL,16/05/21,8/11/22,3300404
CLAUDIA FABIANA,EDIL,15/08/21,24/10/21,3595376
LUIS OMAR,EDIL DEPARTAMENTAL,5/09/20,26/12/21,3483283
MARIA DEL ROSARIO,FISCAL LETRADO,20/05/21,17/01/23,1650902
MARIA CRISTINA,FISCAL LETRADO ADJUNTO,11/01/21,1/11/23,1129471
GABRIELA,FISCAL LETRADO ADJUNTO,23/04/21,23/10/23,1826937
SERRANA,FISCAL LETRADO ADJUNTO,10/12/21,7/09/21,3577711
EDUARDO,FISCAL LETRADO NACIONAL,17/07/21,13/10/21,1636601
JAVIER HERNAN,GERENTE DEL  DPTO.FIDUCIARIO,18/09/21,11/08/22,1704011
JUAN CARLOS,JUEZ LDO. CAPITAL,3/12/21,18/06/22,2008208
LINA SILVIA,JUEZ LDO.SUPLENTE,21/11/21,8/10/22,1179499
NELSON MILTON,JUEZ LETRADO CAPITAL,4/11/20,1/07/22,1173146
ESTELA NORA,JUEZ LETRADO INTERIOR,13/02/21,11/05/23,1507991
MIGUEL ANGEL,PRESIDENTE ALTERNO,3/08/21,9/01/22,1295490
JUAN,SECRETARIO DE BANCADA,16/10/20,25/11/21,1231047
JOSE HUGO,SECRETARIO DE LA COM. ADM.,30/08/21,5/12/22,1239575
ELEUTERIO,SENADOR,20/11/21,4/10/21,931937
MARIA DE LOS ANGELES,EDIL,12/01/21,14/09/23,3523636
ADOLFO,JUEZ LDO.CAPITAL,5/08/21,3/06/23,1746587
JORGE LUIS,DIRECTOR,10/12/21,7/09/21,1443677
PABLO NICOLAS,DIRECTOR GENERAL DE RENTA,5/11/20,28/08/22,1981305
WALTER ARIEL,DIRECTOR SOCIAL,3/06/21,24/03/23,952465
ALDO,EDIL,24/12/20,25/09/22,1494395
GRACIELA AZUCENA,EDIL,23/05/21,12/05/23,2559575
JORGE,EDIL DEPARTAMENTAL,29/12/21,10/12/23,1411315
LUIS ALBERTO,GERENTE EJECUTIVO,9/10/21,23/06/22,3060303
ANA MARIA,SUB DIRECTORA,3/03/21,31/12/21,1648184
YAMANDU,DIRECTOR DIVISION ATENCION,6/10/20,12/06/23,2607403
ARIEL EDISON,EDIL,21/05/21,20/08/22,853004
HUGO GABRIEL,DIRECTOR C/C,3/11/21,2/02/22,3597277
NELSON,DIRECTOR DPTAL.,13/12/21,21/09/23,4092737
JORGE,EDIL,29/12/20,17/10/21,3465347
ALVARO GUSTAVO,EDIL,7/09/20,26/10/23,3545884
NIBIO,EDIL,18/05/21,29/01/23,3562350
WALTER,EDIL,3/12/20,9/01/23,3699993
NELSON ALFONSO,EDIL TITULAR,22/12/20,13/12/23,1719255
JOSE,GTE. C.O REGION N.E,22/11/21,10/05/23,2535665
WALDER,INSP. MAYOR (R),3/02/21,28/06/22,1568759
HUGO HEBER,INSP. PPAL.(R),10/05/21,31/07/23,1663689
PATRICIA,JUEZ LDO. INTERIOR,4/06/21,27/06/22,3095274
OSCAR GERARDO,GERENTE AREA GENERACION,23/06/21,24/07/23,1387654
MARIA EUGENIA,JUEZ LD. INTERIOR,2/06/21,27/06/23,3152091
JULIA MARGOT,DIRECTORA DE EDIFICACI,11/05/21,29/05/22,3711448
SEBASTIAN,EDIL,3/03/21,20/07/23,2893310
MONICA,FISCAL LETRADO NACIONAL,21/08/21,24/10/21,3112782
EDUARDO,GERENTE DE AREA I OP.LOCALES,25/04/21,20/05/22,1134670
ORESTES,PRESIDENTE,1/10/20,25/10/21,383010
GERMAN,DTOR. GRAL. DPTO.,11/07/21,27/09/22,3300465
EMMA,GERENTE DE AGUA POTABLE,30/07/21,16/08/23,1247815
GUSTAVO ANGEL,DIRECTOR  GRAL. FLUVIAL,15/02/21,30/10/23,937440
JORGE ENRIQUE,GERENTE DEL AREA JURU,20/06/21,5/04/23,1415565
ANGEL JOSE,INSP. MAYOR,26/04/21,24/12/22,3063621
BEATRIZ ANITA,MINISTRO TRIBUNAL DE APELACIONES,1/05/21,5/02/23,1032453
VICTOR ALEJANDRO,EDIL,6/04/21,9/07/23,1883679
JORGE WASHINGTON,EDIL,3/04/21,16/04/22,4151272
FRANCISCO,ALCALDE MUNICIPAL,21/04/21,29/11/21,1839347
SANDRA,FISCAL LETRADRO  DPTAL.,29/10/20,10/03/23,1813666
JOSE ENRIQUE,DIRECTOR DE DIVISION SISTEMAS,24/08/21,19/03/23,1574085
SUSANA RAQUEL,EDIL DEPARTAMENTAL,13/04/21,29/06/23,2734040
MARIA CECILIA,EDILA,17/11/21,29/01/23,3191687
HECTOR ALBERTO,CONSEJERO,16/06/21,6/12/22,1255637
MARIELA SILVA,DIRECTORA DESARROLLO CIUDAD,16/10/20,29/11/23,1164250
GERARDO,JUEZ LDO. INTERIOR,21/12/21,5/02/23,1743763
GUSTAVO ALEJANDRO,PRESIDENTE,24/09/20,9/04/22,1324561
FELIX MARIO,EDIL,28/11/21,19/11/22,1176187
FERNANDO DANIEL,GERENTE DE DIVISION,16/12/21,8/02/22,2011423
RAUL NOCOLAS,EDIL,5/10/21,16/07/22,4432662
RAMON ANGEL,SENADOR,30/12/21,2/11/21,3250534
NANCY STELLA,EDIL TITULAR,2/03/21,28/10/22,3321312
STELLA MARIS,SECRETARIA GENERAL,22/11/21,6/06/22,1741694
RAFAEL,EDIL,10/07/21,9/09/22,3819434
MARIA JOSEFINA,DIRECTORA,3/12/20,22/11/23,1276703
MARIA GABRIELA,FISCAL LETRADO DEPARARTAMENTAL,11/12/20,2/11/21,1745120
ROBERTO FRANCISCO,DIPUTADO,28/04/21,18/04/23,1350893
JUAN MARTIN,EDIL,6/10/21,10/03/23,3626281
LUIS ALFREDO,DIRECTOR,3/02/21,22/06/23,3470150
ALVARO JOSE,MINISTRO DE APELACIONES,10/06/21,18/08/23,1414826
EDUARDO JORGE,CAPITAN DE NAVIO (CG),14/09/21,18/05/22,1452511
MARIA DEL CARMEN,EDILA,15/06/21,7/05/22,3575433
JUAN,GER. DOVISION OBRAS Y PROF. TRASMISION,6/10/20,8/06/22,1152208
MIGUEL ANGEL,GTE. AREA GEST.Y DES HUM,26/01/21,7/09/23,1365736
LEONEL,FISCAL LETRADO NACIONAL,13/09/20,5/09/21,1018645
LUIS ALFREDO,PRESIDENTE,2/06/21,3/12/22,3333425
FRANCO,EDIL,2/10/20,28/04/22,3578182
CARLOS,ASESOR DE DIRECTORIO,27/09/20,4/11/21,1955362
CESAR AUGUSTO,GERENTE DE OPERACIONES,25/10/20,23/12/21,3336638
HEBER,EDIL,10/04/21,11/11/23,3482965
MARIELA RITA,GERENTE,22/06/21,6/10/21,1306658
GABRIEL,DIRECTOR OPP,18/03/21,22/08/23,2656944
FLAVIO,DIR. GRAL DPTO. DE OBRA,1/12/21,2/10/23,3567727
LUIS NICOLAS,DIRECTOR,8/11/20,14/10/23,3766043
JAIME,EDIL,15/07/21,17/10/22,2500871
DANIEL,SUB GERENTE GENERAL,28/12/20,6/10/21,1666007
SERGIO FEDERICO,TESORERO GENERAL DE LA NACION,5/07/21,19/01/22,1144560
MARIA GABRIELA,INSP. MAYOR (CO),20/08/21,13/09/21,1365956
MARIANELA,PRESIDENTE,31/10/21,4/07/23,1715248
MARIO ENRIQUE,TITULAR,15/12/21,19/03/22,3501565
ANNA LUCRECIA,GERENTE MYPES,23/11/20,27/03/22,1895581
BETRAIZ CRISTINA,VICE PRESIDENTE,21/09/20,26/08/22,1147636
JUAN ANTONIO,DELEGADO,16/05/21,8/11/22,1440707
JUAN ERNESTO,EDIL,15/08/21,24/10/21,3519522
GERARDO DANIEL,SEC. EJECUTIVO P.T.I,5/09/20,26/12/21,1570944
DANIEL RODNEY,EDIL,20/05/21,17/01/23,1552950
MARIA MARGARITA,SUB GERENTE GENERAL,11/01/21,1/11/23,1357971
MIGUEL ANGEL,GERENTE EJECUTIVO,23/04/21,23/10/23,1241403
MARCELO DANIEL,TITULAR,10/12/21,7/09/21,3981408
GABRIEL,EDIL,17/07/21,13/10/21,3481473
EDUARDO,GERENTE DE DIVISION,18/09/21,11/08/22,2954863
HEBER ARTEMIS,DIRECTOR,3/12/21,18/06/22,1577839
FRANCISCO GUSTAVO,SENADOR,21/11/21,8/10/22,1484944
MATILDE VERONICA,VOCAL,4/11/20,1/07/22,1122423
FERNANDO EMILIANO,EDIL,13/02/21,11/05/23,3228750
JORGE LUIS,VICEPRESIDENTE BCU,3/08/21,9/01/22,1360374
RODOLFO HUGO,DIRECTOR,16/10/20,25/11/21,1025466
ADOLFO CARLOS,DIPUTADO,30/08/21,5/12/22,1296520
MA.DEL CARMEN,ACTURIO,20/11/21,4/10/21,1452200
JORGE,DIPUTADO,12/01/21,14/09/23,1506206
HUGO,GERENTE DE CASINOS,5/08/21,3/06/23,1316028
ALVARO,GTE. DIVISION,10/12/21,7/09/21,3290988
HECTOR,,5/11/20,28/08/22,1324784
JOSE CLAUDIO,DIRECTOR DE UTE,3/06/21,24/03/23,1951046
MA. DEL ROSARIO POMP,ACTURIO,24/12/20,25/09/22,1306912
FERNANDO,CAPITAN DE NAVIO (CP),23/05/21,12/05/23,1634728
CARLOS MARIO,CAPITAN DE NAVIO (CP),29/12/21,10/12/23,1941572
FERNANDO,DECANO DE FACULTAD,9/10/21,23/06/22,1109411
JAVIER FERNANDO,DIPUTADO,3/03/21,31/12/21,1332932
MARIO LUIS,DIPUTADO,6/10/20,12/06/23,2536235
ALBERTO ADHEMAR,DIR. ECON. Y FINANZAS,21/05/21,20/08/22,2590502
RUBEN HECTOR,DIRECTOR DE DIVISION,3/11/21,2/02/22,1408631
ERIS EDUARDO,DIRECTOR DE DIVISION PLAN. EDUCATIVA,13/12/21,21/09/23,2619824
MARIO,DIRECTOR DE LA JUNTA DIRECTIVA,29/12/20,17/10/21,1359997
BEATRIZ DEL LUJAN,DIRECTOR GENERAL DE HACIENDA,7/09/20,26/10/23,3413785
HILARIO,DIRECTOR GRAL.,18/05/21,29/01/23,2905666
CARLOS ENRIQUE,EDIL,3/12/20,9/01/23,1462602
CARLOS OMAR,EDIL,22/12/20,13/12/23,1782427
ANA MARIA,EDIL,22/11/21,10/05/23,2635814
ANGEL HUMBERTO,EDIL,3/02/21,28/06/22,2883600
JORGE WASHINGTON,EDIL,10/05/21,31/07/23,3671761
RICARDO JOSE,EDIL TITULAR,4/06/21,27/06/22,3684910
CRISTINA,FISCAL LETRADA NACIONAL,23/06/21,24/07/23,3330467
LUIS IGNACIO,GER. DIV.REDES DE DISTRIBUCION,2/06/21,27/06/23,1799257
DANIEL EDUARDO,GERENTE,11/05/21,29/05/22,2960298
MARIO,GERENTE  DE AREA,3/03/21,20/07/23,1518221
JOSE ALEJANDRO,GERENTE  GENERAL,21/08/21,24/10/21,2679967
MARIA BEATRIZ,GERENTE DE AREA,25/04/21,20/05/22,1519671
LUIS ALBERTO,GERENTE DE PLANTA DE MINAS,1/10/20,25/10/21,1357801
MARIA DEL ROSARIO,GERENTE GENERAL,11/07/21,27/09/22,1709772
RAUL GUSTAVO,GERNETE EJECUTIVO DE DIVISION EMPRESAS,30/07/21,16/08/23,1389917
EDGAR DANIEL,GTE. TECNICO REG. CENTRO,15/02/21,30/10/23,2575723
ANALÍA,JUEZ DE INTERIOR,20/06/21,5/04/23,1839627
CARLOS,JUEZ LDO.CAPITAL,26/04/21,24/12/22,3581891
LUIS GERARDO,SECRETARIO GENERAL,1/05/21,5/02/23,3550708
GARY HECTOR,SECRETARIOQ,6/04/21,9/07/23,3993318
CARLOS,SUB-GTE GENERAL OPREACION,3/04/21,16/04/22,1967660
JOSE MARIA,SECRETARIO GENERAL ADJUNTO,21/04/21,29/11/21,3859786
DANIEL ROGELIO,DELEGADO,29/10/20,10/03/23,1309838
MILKA GIOVANNA,DIRECTOR C/C,24/08/21,19/03/23,1991006
NAPOLEON,EDIL,13/04/21,29/06/23,3164862
SILVIA,FISCAL LETRADO DEPARTAMENTAL,17/11/21,29/01/23,1317409
LUIS IGNACIO,DIRECTOR DE EDUCACION,16/06/21,6/12/22,1376768
ADRIANA,EDIL,16/10/20,29/11/23,1502718
LEONIE,FISCAL LETRADO ADJUNTO,21/12/21,5/02/23,1741635
GRACIELA CORINA,DIRECTORA DIVISION,24/09/20,9/04/22,3848938
FERNANDO AUGUSTO,GERENTE DE AREA,28/11/21,19/11/22,2883109
DANIEL,SUB SECRETARIO,16/12/21,8/02/22,2000170
JUAN MANUEL,DIPUTADO,5/10/21,16/07/22,3609160
GABRIELA,DIRECTOR GRAL.,30/12/21,2/11/21,3783471
